kode_kec,nama_kec,kode_kab,nama_kab,kode_prov,nama_prov
110101,Bakongan,1101,KABUPATEN ACEH SELATAN,11,ACEH
110102,Kluet Utara,1101,KABUPATEN ACEH SELATAN,11,ACEH
110103,Kluet Selatan,1101,KABUPATEN ACEH SELATAN,11,ACEH
110104,Labuhan Haji,1101,KABUPATEN ACEH SELATAN,11,ACEH
110105,Meukek,1101,KABUPATEN ACEH SELATAN,11,ACEH
110106,Samadua,1101,KABUPATEN ACEH SELATAN,11,ACEH
110107,Sawang,1101,KABUPATEN ACEH SELATAN,11,ACEH
110108,Tapaktuan,1101,KABUPATEN ACEH SELATAN,11,ACEH
110109,Trumon,1101,KABUPATEN ACEH SELATAN,11,ACEH
110110,Pasi Raja,1101,KABUPATEN ACEH SELATAN,11,ACEH
110111,Labuhan Haji Timur,1101,KABUPATEN ACEH SELATAN,11,ACEH
110112,Labuhan Haji Barat,1101,KABUPATEN ACEH SELATAN,11,ACEH
110113,Kluet Tengah,1101,KABUPATEN ACEH SELATAN,11,ACEH
110114,Kluet Timur,1101,KABUPATEN ACEH SELATAN,11,ACEH
110115,Bakongan Timur,1101,KABUPATEN ACEH SELATAN,11,ACEH
110116,Trumon Timur,1101,KABUPATEN ACEH SELATAN,11,ACEH
110117,Kota Bahagia,1101,KABUPATEN ACEH SELATAN,11,ACEH
110118,Trumon Tengah,1101,KABUPATEN ACEH SELATAN,11,ACEH
110201,Lawe Alas,1102,KABUPATEN ACEH TENGGARA,11,ACEH
110202,Lawe Sigala-Gala,1102,KABUPATEN ACEH TENGGARA,11,ACEH
110203,Bambel,1102,KABUPATEN ACEH TENGGARA,11,ACEH
110204,Babussalam,1102,KABUPATEN ACEH TENGGARA,11,ACEH
110205,Badar,1102,KABUPATEN ACEH TENGGARA,11,ACEH
110206,Babul Makmur,1102,KABUPATEN ACEH TENGGARA,11,ACEH
110207,Darul Hasanah,1102,KABUPATEN ACEH TENGGARA,11,ACEH
110208,Lawe Bulan,1102,KABUPATEN ACEH TENGGARA,11,ACEH
110209,Bukit Tusam,1102,KABUPATEN ACEH TENGGARA,11,ACEH
110210,Semadam,1102,KABUPATEN ACEH TENGGARA,11,ACEH
110211,Babul Rahmah,1102,KABUPATEN ACEH TENGGARA,11,ACEH
110212,Ketambe,1102,KABUPATEN ACEH TENGGARA,11,ACEH
110213,Deleng Pokhkisen,1102,KABUPATEN ACEH TENGGARA,11,ACEH
110214,Lawe Sumur,1102,KABUPATEN ACEH TENGGARA,11,ACEH
110215,Tanoh Alas,1102,KABUPATEN ACEH TENGGARA,11,ACEH
110216,Leuser,1102,KABUPATEN ACEH TENGGARA,11,ACEH
110301,Darul Aman,1103,KABUPATEN ACEH TIMUR,11,ACEH
110302,Julok,1103,KABUPATEN ACEH TIMUR,11,ACEH
110303,Idi Rayeuk,1103,KABUPATEN ACEH TIMUR,11,ACEH
110304,Birem Bayeun,1103,KABUPATEN ACEH TIMUR,11,ACEH
110305,Serbajadi,1103,KABUPATEN ACEH TIMUR,11,ACEH
110306,Nurussalam,1103,KABUPATEN ACEH TIMUR,11,ACEH
110307,Peureulak,1103,KABUPATEN ACEH TIMUR,11,ACEH
110308,Rantau Selamat,1103,KABUPATEN ACEH TIMUR,11,ACEH
110309,Simpang Ulim,1103,KABUPATEN ACEH TIMUR,11,ACEH
110310,Rantau Peureulak,1103,KABUPATEN ACEH TIMUR,11,ACEH
110311,Pante Bidari,1103,KABUPATEN ACEH TIMUR,11,ACEH
110312,Madat,1103,KABUPATEN ACEH TIMUR,11,ACEH
110313,Indra Makmu,1103,KABUPATEN ACEH TIMUR,11,ACEH
110314,Idi Tunong,1103,KABUPATEN ACEH TIMUR,11,ACEH
110315,Banda Alam,1103,KABUPATEN ACEH TIMUR,11,ACEH
110316,Peudawa,1103,KABUPATEN ACEH TIMUR,11,ACEH
110317,Peureulak Timur,1103,KABUPATEN ACEH TIMUR,11,ACEH
110318,Peureulak Barat,1103,KABUPATEN ACEH TIMUR,11,ACEH
110319,Sungai Raya,1103,KABUPATEN ACEH TIMUR,11,ACEH
110320,Simpang Jernih,1103,KABUPATEN ACEH TIMUR,11,ACEH
110321,Darul Ihsan,1103,KABUPATEN ACEH TIMUR,11,ACEH
110322,Darul Falah,1103,KABUPATEN ACEH TIMUR,11,ACEH
110323,Idi Timur,1103,KABUPATEN ACEH TIMUR,11,ACEH
110324,Peunaron,1103,KABUPATEN ACEH TIMUR,11,ACEH
110401,Linge,1104,KABUPATEN ACEH TENGAH,11,ACEH
110402,Silih Nara,1104,KABUPATEN ACEH TENGAH,11,ACEH
110403,Bebesen,1104,KABUPATEN ACEH TENGAH,11,ACEH
110407,Pegasing,1104,KABUPATEN ACEH TENGAH,11,ACEH
110408,Bintang,1104,KABUPATEN ACEH TENGAH,11,ACEH
110410,Ketol,1104,KABUPATEN ACEH TENGAH,11,ACEH
110411,Kebayakan,1104,KABUPATEN ACEH TENGAH,11,ACEH
110412,Kute Panang,1104,KABUPATEN ACEH TENGAH,11,ACEH
110413,Celala,1104,KABUPATEN ACEH TENGAH,11,ACEH
110417,Laut Tawar,1104,KABUPATEN ACEH TENGAH,11,ACEH
110418,Atu Lintang,1104,KABUPATEN ACEH TENGAH,11,ACEH
110419,Jagong Jeget,1104,KABUPATEN ACEH TENGAH,11,ACEH
110420,Bies,1104,KABUPATEN ACEH TENGAH,11,ACEH
110421,Rusip Antara,1104,KABUPATEN ACEH TENGAH,11,ACEH
110501,Johan Pahwalan,1105,KABUPATEN ACEH BARAT,11,ACEH
110502,Kaway XVI,1105,KABUPATEN ACEH BARAT,11,ACEH
110503,Sungai Mas,1105,KABUPATEN ACEH BARAT,11,ACEH
110504,Woyla,1105,KABUPATEN ACEH BARAT,11,ACEH
110505,Samatiga,1105,KABUPATEN ACEH BARAT,11,ACEH
110506,Bubon,1105,KABUPATEN ACEH BARAT,11,ACEH
110507,Arongan Lambalek,1105,KABUPATEN ACEH BARAT,11,ACEH
110508,Pante Ceureumen,1105,KABUPATEN ACEH BARAT,11,ACEH
110509,Meureubo,1105,KABUPATEN ACEH BARAT,11,ACEH
110510,Woyla Barat,1105,KABUPATEN ACEH BARAT,11,ACEH
110511,Woyla Timur,1105,KABUPATEN ACEH BARAT,11,ACEH
110512,Panton Reu,1105,KABUPATEN ACEH BARAT,11,ACEH
110601,Lhoong,1106,KABUPATEN ACEH BESAR,11,ACEH
110602,Lhoknga,1106,KABUPATEN ACEH BESAR,11,ACEH
110603,Indrapuri,1106,KABUPATEN ACEH BESAR,11,ACEH
110604,Seulimeum,1106,KABUPATEN ACEH BESAR,11,ACEH
110605,Montasik,1106,KABUPATEN ACEH BESAR,11,ACEH
110606,Sukamakmur,1106,KABUPATEN ACEH BESAR,11,ACEH
110607,Darul Imarah,1106,KABUPATEN ACEH BESAR,11,ACEH
110608,Peukan Bada,1106,KABUPATEN ACEH BESAR,11,ACEH
110609,Mesjid Raya,1106,KABUPATEN ACEH BESAR,11,ACEH
110610,Ingin Jaya,1106,KABUPATEN ACEH BESAR,11,ACEH
110611,Kuta Baro,1106,KABUPATEN ACEH BESAR,11,ACEH
110612,Darussalam,1106,KABUPATEN ACEH BESAR,11,ACEH
110613,Pulo Aceh,1106,KABUPATEN ACEH BESAR,11,ACEH
110614,Lembah Seulawah,1106,KABUPATEN ACEH BESAR,11,ACEH
110615,Kota Jantho,1106,KABUPATEN ACEH BESAR,11,ACEH
110616,Kota Cot Glie,1106,KABUPATEN ACEH BESAR,11,ACEH
110617,Kuta Malaka,1106,KABUPATEN ACEH BESAR,11,ACEH
110618,Simpang Tiga,1106,KABUPATEN ACEH BESAR,11,ACEH
110619,Darul Kamal,1106,KABUPATEN ACEH BESAR,11,ACEH
110620,Baitussalam,1106,KABUPATEN ACEH BESAR,11,ACEH
110621,Krueng Barona Jaya,1106,KABUPATEN ACEH BESAR,11,ACEH
110622,Leupung,1106,KABUPATEN ACEH BESAR,11,ACEH
110623,Blang Bintang,1106,KABUPATEN ACEH BESAR,11,ACEH
110703,Batee,1107,KABUPATEN PIDIE,11,ACEH
110704,Delima,1107,KABUPATEN PIDIE,11,ACEH
110705,Geumpang,1107,KABUPATEN PIDIE,11,ACEH
110706,Geulumpang Tiga,1107,KABUPATEN PIDIE,11,ACEH
110707,Indra Jaya,1107,KABUPATEN PIDIE,11,ACEH
110708,Kembang Tanjong,1107,KABUPATEN PIDIE,11,ACEH
110709,Kota Sigli,1107,KABUPATEN PIDIE,11,ACEH
110711,Mila,1107,KABUPATEN PIDIE,11,ACEH
110712,Muara Tiga,1107,KABUPATEN PIDIE,11,ACEH
110713,Mutiara,1107,KABUPATEN PIDIE,11,ACEH
110714,Padang Tiji,1107,KABUPATEN PIDIE,11,ACEH
110715,Peukan Baro,1107,KABUPATEN PIDIE,11,ACEH
110716,Pidie,1107,KABUPATEN PIDIE,11,ACEH
110717,Sakti,1107,KABUPATEN PIDIE,11,ACEH
110718,Simpang Tiga,1107,KABUPATEN PIDIE,11,ACEH
110719,Tangse,1107,KABUPATEN PIDIE,11,ACEH
110721,Tiro/Truseb,1107,KABUPATEN PIDIE,11,ACEH
110722,Keumala,1107,KABUPATEN PIDIE,11,ACEH
110724,Mutiara Timur,1107,KABUPATEN PIDIE,11,ACEH
110725,Grong-grong,1107,KABUPATEN PIDIE,11,ACEH
110727,Mane,1107,KABUPATEN PIDIE,11,ACEH
110729,Glumpang Baro,1107,KABUPATEN PIDIE,11,ACEH
110731,Titeue,1107,KABUPATEN PIDIE,11,ACEH
110801,Baktiya,1108,KABUPATEN ACEH UTARA,11,ACEH
110802,Dewantara,1108,KABUPATEN ACEH UTARA,11,ACEH
110803,Kuta Makmur,1108,KABUPATEN ACEH UTARA,11,ACEH
110804,Lhoksukon,1108,KABUPATEN ACEH UTARA,11,ACEH
110805,Matangkuli,1108,KABUPATEN ACEH UTARA,11,ACEH
110806,Muara Batu,1108,KABUPATEN ACEH UTARA,11,ACEH
110807,Meurah Mulia,1108,KABUPATEN ACEH UTARA,11,ACEH
110808,Samudera,1108,KABUPATEN ACEH UTARA,11,ACEH
110809,Seunuddon,1108,KABUPATEN ACEH UTARA,11,ACEH
110810,Syamtalira Aron,1108,KABUPATEN ACEH UTARA,11,ACEH
110811,Syamtalira Bayu,1108,KABUPATEN ACEH UTARA,11,ACEH
110812,Tanah Luas,1108,KABUPATEN ACEH UTARA,11,ACEH
110813,Tanah Pasir,1108,KABUPATEN ACEH UTARA,11,ACEH
110814,T. Jambo Aye,1108,KABUPATEN ACEH UTARA,11,ACEH
110815,Sawang,1108,KABUPATEN ACEH UTARA,11,ACEH
110816,Nisam,1108,KABUPATEN ACEH UTARA,11,ACEH
110817,Cot Girek,1108,KABUPATEN ACEH UTARA,11,ACEH
110818,Langkahan,1108,KABUPATEN ACEH UTARA,11,ACEH
110819,Baktiya Barat,1108,KABUPATEN ACEH UTARA,11,ACEH
110820,Paya Bakong,1108,KABUPATEN ACEH UTARA,11,ACEH
110821,Nibong,1108,KABUPATEN ACEH UTARA,11,ACEH
110822,Simpang Kramat,1108,KABUPATEN ACEH UTARA,11,ACEH
110823,Lapang,1108,KABUPATEN ACEH UTARA,11,ACEH
110824,Pirak Timur,1108,KABUPATEN ACEH UTARA,11,ACEH
110825,Geuredong Pase,1108,KABUPATEN ACEH UTARA,11,ACEH
110826,Banda Baro,1108,KABUPATEN ACEH UTARA,11,ACEH
110827,Nisam Antara,1108,KABUPATEN ACEH UTARA,11,ACEH
110901,Simeulue Tengah,1109,KABUPATEN SIMEULUE,11,ACEH
110902,Salang,1109,KABUPATEN SIMEULUE,11,ACEH
110903,Teupah Barat,1109,KABUPATEN SIMEULUE,11,ACEH
110904,Simeulue Timur,1109,KABUPATEN SIMEULUE,11,ACEH
110905,Teluk Dalam,1109,KABUPATEN SIMEULUE,11,ACEH
110906,Simeulue Barat,1109,KABUPATEN SIMEULUE,11,ACEH
110907,Teupah Selatan,1109,KABUPATEN SIMEULUE,11,ACEH
110908,Alapan,1109,KABUPATEN SIMEULUE,11,ACEH
110909,Teupah Tengah,1109,KABUPATEN SIMEULUE,11,ACEH
110910,Simeulue Cut,1109,KABUPATEN SIMEULUE,11,ACEH
111001,Pulau Banyak,1110,KABUPATEN ACEH SINGKIL,11,ACEH
111002,Simpang Kanan,1110,KABUPATEN ACEH SINGKIL,11,ACEH
111004,Singkil,1110,KABUPATEN ACEH SINGKIL,11,ACEH
111006,Gunung Meriah,1110,KABUPATEN ACEH SINGKIL,11,ACEH
111009,Kota Baharu,1110,KABUPATEN ACEH SINGKIL,11,ACEH
111010,Singkil Utara,1110,KABUPATEN ACEH SINGKIL,11,ACEH
111011,Danau Paris,1110,KABUPATEN ACEH SINGKIL,11,ACEH
111012,Suro Makmur,1110,KABUPATEN ACEH SINGKIL,11,ACEH
111013,Singkohor,1110,KABUPATEN ACEH SINGKIL,11,ACEH
111014,Kuala Baru,1110,KABUPATEN ACEH SINGKIL,11,ACEH
111016,Pulau Banyak Barat,1110,KABUPATEN ACEH SINGKIL,11,ACEH
111101,Samalanga,1111,KABUPATEN BIREUEN,11,ACEH
111102,Jeunieb,1111,KABUPATEN BIREUEN,11,ACEH
111103,Peudada,1111,KABUPATEN BIREUEN,11,ACEH
111104,Jeumpa,1111,KABUPATEN BIREUEN,11,ACEH
111105,Peusangan,1111,KABUPATEN BIREUEN,11,ACEH
111106,Makmur,1111,KABUPATEN BIREUEN,11,ACEH
111107,Gandapura,1111,KABUPATEN BIREUEN,11,ACEH
111108,Pandrah,1111,KABUPATEN BIREUEN,11,ACEH
111109,Juli,1111,KABUPATEN BIREUEN,11,ACEH
111110,Jangka,1111,KABUPATEN BIREUEN,11,ACEH
111111,Simpang Mamplam,1111,KABUPATEN BIREUEN,11,ACEH
111112,Peulimbang,1111,KABUPATEN BIREUEN,11,ACEH
111113,Kota Juang,1111,KABUPATEN BIREUEN,11,ACEH
111114,Kuala,1111,KABUPATEN BIREUEN,11,ACEH
111115,Peusangan Siblah Krueng,1111,KABUPATEN BIREUEN,11,ACEH
111116,Peusangan Selatan,1111,KABUPATEN BIREUEN,11,ACEH
111117,Kuta Blang,1111,KABUPATEN BIREUEN,11,ACEH
111201,Blang Pidie,1112,KABUPATEN ACEH BARAT DAYA,11,ACEH
111202,Tangan-Tangan,1112,KABUPATEN ACEH BARAT DAYA,11,ACEH
111203,Manggeng,1112,KABUPATEN ACEH BARAT DAYA,11,ACEH
111204,Susoh,1112,KABUPATEN ACEH BARAT DAYA,11,ACEH
111205,Kuala Batee,1112,KABUPATEN ACEH BARAT DAYA,11,ACEH
111206,Babah Rot,1112,KABUPATEN ACEH BARAT DAYA,11,ACEH
111207,Setia,1112,KABUPATEN ACEH BARAT DAYA,11,ACEH
111208,Jeumpa,1112,KABUPATEN ACEH BARAT DAYA,11,ACEH
111209,Lembah Sabil,1112,KABUPATEN ACEH BARAT DAYA,11,ACEH
111301,Blangkejeren,1113,KABUPATEN GAYO LUES,11,ACEH
111302,Kutapanjang,1113,KABUPATEN GAYO LUES,11,ACEH
111303,Rikit Gaib,1113,KABUPATEN GAYO LUES,11,ACEH
111304,Terangun,1113,KABUPATEN GAYO LUES,11,ACEH
111305,Pining,1113,KABUPATEN GAYO LUES,11,ACEH
111306,Blangpegayon,1113,KABUPATEN GAYO LUES,11,ACEH
111307,Puteri Betung,1113,KABUPATEN GAYO LUES,11,ACEH
111308,Dabun Gelang,1113,KABUPATEN GAYO LUES,11,ACEH
111309,Blangjerango,1113,KABUPATEN GAYO LUES,11,ACEH
111310,Teripe Jaya,1113,KABUPATEN GAYO LUES,11,ACEH
111311,Pantan Cuaca,1113,KABUPATEN GAYO LUES,11,ACEH
111401,Teunom,1114,KABUPATEN ACEH JAYA,11,ACEH
111402,Krueng Sabee,1114,KABUPATEN ACEH JAYA,11,ACEH
111403,Setia Bhakti,1114,KABUPATEN ACEH JAYA,11,ACEH
111404,Sampoiniet,1114,KABUPATEN ACEH JAYA,11,ACEH
111405,Jaya,1114,KABUPATEN ACEH JAYA,11,ACEH
111406,Panga,1114,KABUPATEN ACEH JAYA,11,ACEH
111407,Indra Jaya,1114,KABUPATEN ACEH JAYA,11,ACEH
111408,Darul Hikmah,1114,KABUPATEN ACEH JAYA,11,ACEH
111409,Pasie Raya,1114,KABUPATEN ACEH JAYA,11,ACEH
111501,Kuala,1115,KABUPATEN NAGAN RAYA,11,ACEH
111502,Seunagan,1115,KABUPATEN NAGAN RAYA,11,ACEH
111503,Seunagan Timur,1115,KABUPATEN NAGAN RAYA,11,ACEH
111504,Beutong,1115,KABUPATEN NAGAN RAYA,11,ACEH
111505,Darul Makmur,1115,KABUPATEN NAGAN RAYA,11,ACEH
111506,Suka Makmue,1115,KABUPATEN NAGAN RAYA,11,ACEH
111507,Kuala Pesisir,1115,KABUPATEN NAGAN RAYA,11,ACEH
111508,Tadu Raya,1115,KABUPATEN NAGAN RAYA,11,ACEH
111509,Tripa Makmur,1115,KABUPATEN NAGAN RAYA,11,ACEH
111510,Beutong Ateuh Banggalang,1115,KABUPATEN NAGAN RAYA,11,ACEH
111601,Manyak Payed,1116,KABUPATEN ACEH TAMIANG,11,ACEH
111602,Bendahara,1116,KABUPATEN ACEH TAMIANG,11,ACEH
111603,Karang Baru,1116,KABUPATEN ACEH TAMIANG,11,ACEH
111604,Seruway,1116,KABUPATEN ACEH TAMIANG,11,ACEH
111605,Kota Kualasinpang,1116,KABUPATEN ACEH TAMIANG,11,ACEH
111606,Kejuruan Muda,1116,KABUPATEN ACEH TAMIANG,11,ACEH
111607,Tamiang Hulu,1116,KABUPATEN ACEH TAMIANG,11,ACEH
111608,Rantau,1116,KABUPATEN ACEH TAMIANG,11,ACEH
111609,Banda Mulia,1116,KABUPATEN ACEH TAMIANG,11,ACEH
111610,Bandar Pusaka,1116,KABUPATEN ACEH TAMIANG,11,ACEH
111611,Tenggulun,1116,KABUPATEN ACEH TAMIANG,11,ACEH
111612,Sekerak,1116,KABUPATEN ACEH TAMIANG,11,ACEH
111701,Pintu Rime Gayo,1117,KABUPATEN BENER MERIAH,11,ACEH
111702,Permata,1117,KABUPATEN BENER MERIAH,11,ACEH
111703,Syiah Utama,1117,KABUPATEN BENER MERIAH,11,ACEH
111704,Bandar,1117,KABUPATEN BENER MERIAH,11,ACEH
111705,Bukit,1117,KABUPATEN BENER MERIAH,11,ACEH
111706,Wih Pesam,1117,KABUPATEN BENER MERIAH,11,ACEH
111707,Timang gajah,1117,KABUPATEN BENER MERIAH,11,ACEH
111708,Bener Kelipah,1117,KABUPATEN BENER MERIAH,11,ACEH
111709,Mesidah,1117,KABUPATEN BENER MERIAH,11,ACEH
111710,Gajah Putih,1117,KABUPATEN BENER MERIAH,11,ACEH
111801,Meureudu,1118,KABUPATEN PIDIE JAYA,11,ACEH
111802,Ulim,1118,KABUPATEN PIDIE JAYA,11,ACEH
111803,Jangka Buaya,1118,KABUPATEN PIDIE JAYA,11,ACEH
111804,Bandar Dua,1118,KABUPATEN PIDIE JAYA,11,ACEH
111805,Meurah Dua,1118,KABUPATEN PIDIE JAYA,11,ACEH
111806,Bandar Baru,1118,KABUPATEN PIDIE JAYA,11,ACEH
111807,Panteraja,1118,KABUPATEN PIDIE JAYA,11,ACEH
111808,Trienggadeng,1118,KABUPATEN PIDIE JAYA,11,ACEH
117101,Baiturrahman,1171,KOTA BANDA ACEH,11,ACEH
117102,Kuta Alam,1171,KOTA BANDA ACEH,11,ACEH
117103,Meuraxa,1171,KOTA BANDA ACEH,11,ACEH
117104,Syiah Kuala,1171,KOTA BANDA ACEH,11,ACEH
117105,Lueng Bata,1171,KOTA BANDA ACEH,11,ACEH
117106,Kuta Raja,1171,KOTA BANDA ACEH,11,ACEH
117107,Banda Raya,1171,KOTA BANDA ACEH,11,ACEH
117108,Jaya Baru,1171,KOTA BANDA ACEH,11,ACEH
117109,Ulee Kareng,1171,KOTA BANDA ACEH,11,ACEH
117201,Sukakarya,1172,KOTA SABANG,11,ACEH
117202,Sukajaya,1172,KOTA SABANG,11,ACEH
117203,Sukamakmue,1172,KOTA SABANG,11,ACEH
117301,Muara Dua,1173,KOTA LHOKSEUMAWE,11,ACEH
117302,Banda Sakti,1173,KOTA LHOKSEUMAWE,11,ACEH
117303,Blang Mangat,1173,KOTA LHOKSEUMAWE,11,ACEH
117304,Muara Satu,1173,KOTA LHOKSEUMAWE,11,ACEH
117401,Langsa Timur,1174,KOTA LANGSA,11,ACEH
117402,Langsa Barat,1174,KOTA LANGSA,11,ACEH
117403,Langsa Kota,1174,KOTA LANGSA,11,ACEH
117404,Langsa Lama,1174,KOTA LANGSA,11,ACEH
117405,Langsa Baro,1174,KOTA LANGSA,11,ACEH
117501,Simpang Kiri,1175,KOTA SUBULUSSALAM,11,ACEH
117502,Penanggalan,1175,KOTA SUBULUSSALAM,11,ACEH
117503,Rundeng,1175,KOTA SUBULUSSALAM,11,ACEH
117504,Sultan Daulat,1175,KOTA SUBULUSSALAM,11,ACEH
117505,Longkib,1175,KOTA SUBULUSSALAM,11,ACEH
120101,Barus,1201,KABUPATEN TAPANULI TENGAH,12,SUMATERA UTARA
120102,Sorkam,1201,KABUPATEN TAPANULI TENGAH,12,SUMATERA UTARA
120103,Pandan,1201,KABUPATEN TAPANULI TENGAH,12,SUMATERA UTARA
120104,Pinangsori,1201,KABUPATEN TAPANULI TENGAH,12,SUMATERA UTARA
120105,Manduamas,1201,KABUPATEN TAPANULI TENGAH,12,SUMATERA UTARA
120106,Kolang,1201,KABUPATEN TAPANULI TENGAH,12,SUMATERA UTARA
120107,Tapian Nauli,1201,KABUPATEN TAPANULI TENGAH,12,SUMATERA UTARA
120108,Sibabangun,1201,KABUPATEN TAPANULI TENGAH,12,SUMATERA UTARA
120109,Sosorgadong,1201,KABUPATEN TAPANULI TENGAH,12,SUMATERA UTARA
120110,Sorkam Barat,1201,KABUPATEN TAPANULI TENGAH,12,SUMATERA UTARA
120111,Sirandorung,1201,KABUPATEN TAPANULI TENGAH,12,SUMATERA UTARA
120112,Andam Dewi,1201,KABUPATEN TAPANULI TENGAH,12,SUMATERA UTARA
120113,Sitahuis,1201,KABUPATEN TAPANULI TENGAH,12,SUMATERA UTARA
120114,Tukka,1201,KABUPATEN TAPANULI TENGAH,12,SUMATERA UTARA
120115,Badiri,1201,KABUPATEN TAPANULI TENGAH,12,SUMATERA UTARA
120116,Pasaribu Tobing,1201,KABUPATEN TAPANULI TENGAH,12,SUMATERA UTARA
120117,Barus Utara,1201,KABUPATEN TAPANULI TENGAH,12,SUMATERA UTARA
120118,Suka Bangun,1201,KABUPATEN TAPANULI TENGAH,12,SUMATERA UTARA
120119,Lumut,1201,KABUPATEN TAPANULI TENGAH,12,SUMATERA UTARA
120120,Sarudik,1201,KABUPATEN TAPANULI TENGAH,12,SUMATERA UTARA
120201,Tarutung,1202,KABUPATEN TAPANULI UTARA,12,SUMATERA UTARA
120202,Siatas Barita,1202,KABUPATEN TAPANULI UTARA,12,SUMATERA UTARA
120203,Adian Koting,1202,KABUPATEN TAPANULI UTARA,12,SUMATERA UTARA
120204,Sipoholon,1202,KABUPATEN TAPANULI UTARA,12,SUMATERA UTARA
120205,Pahae Julu,1202,KABUPATEN TAPANULI UTARA,12,SUMATERA UTARA
120206,Pahae Jae,1202,KABUPATEN TAPANULI UTARA,12,SUMATERA UTARA
120207,Simangumban,1202,KABUPATEN TAPANULI UTARA,12,SUMATERA UTARA
120208,Purba Tua,1202,KABUPATEN TAPANULI UTARA,12,SUMATERA UTARA
120209,Siborong-Borong,1202,KABUPATEN TAPANULI UTARA,12,SUMATERA UTARA
120210,Pagaran,1202,KABUPATEN TAPANULI UTARA,12,SUMATERA UTARA
120211,Parmonangan,1202,KABUPATEN TAPANULI UTARA,12,SUMATERA UTARA
120212,Sipahutar,1202,KABUPATEN TAPANULI UTARA,12,SUMATERA UTARA
120213,Pangaribuan,1202,KABUPATEN TAPANULI UTARA,12,SUMATERA UTARA
120214,Garoga,1202,KABUPATEN TAPANULI UTARA,12,SUMATERA UTARA
120215,Muara,1202,KABUPATEN TAPANULI UTARA,12,SUMATERA UTARA
120301,Angkola Barat,1203,KABUPATEN TAPANULI SELATAN,12,SUMATERA UTARA
120302,Batang Toru,1203,KABUPATEN TAPANULI SELATAN,12,SUMATERA UTARA
120303,Angkola Timur,1203,KABUPATEN TAPANULI SELATAN,12,SUMATERA UTARA
120304,Sipirok,1203,KABUPATEN TAPANULI SELATAN,12,SUMATERA UTARA
120305,Saipar Dolok Hole,1203,KABUPATEN TAPANULI SELATAN,12,SUMATERA UTARA
120306,Angkola Selatan,1203,KABUPATEN TAPANULI SELATAN,12,SUMATERA UTARA
120307,Batang Angkola,1203,KABUPATEN TAPANULI SELATAN,12,SUMATERA UTARA
120314,Arse,1203,KABUPATEN TAPANULI SELATAN,12,SUMATERA UTARA
120320,Marancar,1203,KABUPATEN TAPANULI SELATAN,12,SUMATERA UTARA
120321,Sayur Matinggi,1203,KABUPATEN TAPANULI SELATAN,12,SUMATERA UTARA
120322,Aek Bilah,1203,KABUPATEN TAPANULI SELATAN,12,SUMATERA UTARA
120329,Muara Batang Toru,1203,KABUPATEN TAPANULI SELATAN,12,SUMATERA UTARA
120330,Tano Tombangan Angkola,1203,KABUPATEN TAPANULI SELATAN,12,SUMATERA UTARA
120331,Angkola Sangkunur,1203,KABUPATEN TAPANULI SELATAN,12,SUMATERA UTARA
120332,Angkola Muara Tais,1203,KABUPATEN TAPANULI SELATAN,12,SUMATERA UTARA
120405,Hiliduho,1204,KABUPATEN NIAS,12,SUMATERA UTARA
120406,Gido,1204,KABUPATEN NIAS,12,SUMATERA UTARA
120410,Idanogawo,1204,KABUPATEN NIAS,12,SUMATERA UTARA
120411,Bawolato,1204,KABUPATEN NIAS,12,SUMATERA UTARA
120420,Hiliserangkai,1204,KABUPATEN NIAS,12,SUMATERA UTARA
120421,Botomuzoi,1204,KABUPATEN NIAS,12,SUMATERA UTARA
120427,Ulugawo,1204,KABUPATEN NIAS,12,SUMATERA UTARA
120428,Ma'u,1204,KABUPATEN NIAS,12,SUMATERA UTARA
120429,Somolo-molo,1204,KABUPATEN NIAS,12,SUMATERA UTARA
120435,Sogae'adu,1204,KABUPATEN NIAS,12,SUMATERA UTARA
120501,Bahorok,1205,KABUPATEN LANGKAT,12,SUMATERA UTARA
120502,Salapian,1205,KABUPATEN LANGKAT,12,SUMATERA UTARA
120503,Kuala,1205,KABUPATEN LANGKAT,12,SUMATERA UTARA
120504,Sei Bingei,1205,KABUPATEN LANGKAT,12,SUMATERA UTARA
120505,Binjai,1205,KABUPATEN LANGKAT,12,SUMATERA UTARA
120506,Selesai,1205,KABUPATEN LANGKAT,12,SUMATERA UTARA
120507,Stabat,1205,KABUPATEN LANGKAT,12,SUMATERA UTARA
120508,Wampu,1205,KABUPATEN LANGKAT,12,SUMATERA UTARA
120509,Secanggang,1205,KABUPATEN LANGKAT,12,SUMATERA UTARA
120510,Hinai,1205,KABUPATEN LANGKAT,12,SUMATERA UTARA
120511,Tanjung Pura,1205,KABUPATEN LANGKAT,12,SUMATERA UTARA
120512,Padang Tualang,1205,KABUPATEN LANGKAT,12,SUMATERA UTARA
120513,Gebang,1205,KABUPATEN LANGKAT,12,SUMATERA UTARA
120514,Babalan,1205,KABUPATEN LANGKAT,12,SUMATERA UTARA
120515,Pangkalan Susu,1205,KABUPATEN LANGKAT,12,SUMATERA UTARA
120516,Besitang,1205,KABUPATEN LANGKAT,12,SUMATERA UTARA
120517,Sei Lepan,1205,KABUPATEN LANGKAT,12,SUMATERA UTARA
120518,Berandan Barat,1205,KABUPATEN LANGKAT,12,SUMATERA UTARA
120519,Batang Serangan,1205,KABUPATEN LANGKAT,12,SUMATERA UTARA
