kode_kec,nama_kec,kode_kab,nama_kab,kode_prov,nama_prov
140913,Kuantan Hilir Seberang,1409,KABUPATEN KUANTAN SINGINGI,14,RIAU
140914,Sentajo Raya,1409,KABUPATEN KUANTAN SINGINGI,14,RIAU
140915,Pucuk Rantau,1409,KABUPATEN KUANTAN SINGINGI,14,RIAU
141001,Tebing Tinggi,1410,KABUPATEN KEPULAUAN MERANTI,14,RIAU
141002,Rangsang Barat,1410,KABUPATEN KEPULAUAN MERANTI,14,RIAU
141003,Rangsang,1410,KABUPATEN KEPULAUAN MERANTI,14,RIAU
141004,Tebing Tinggi Barat,1410,KABUPATEN KEPULAUAN MERANTI,14,RIAU
141005,Merbau,1410,KABUPATEN KEPULAUAN MERANTI,14,RIAU
141006,Pulaumerbau,1410,KABUPATEN KEPULAUAN MERANTI,14,RIAU
141007,Tebing Tinggi Timur,1410,KABUPATEN KEPULAUAN MERANTI,14,RIAU
141008,Tasik Putri Puyu,1410,KABUPATEN KEPULAUAN MERANTI,14,RIAU
141009,Rangsang Pesisir,1410,KABUPATEN KEPULAUAN MERANTI,14,RIAU
147101,Sukajadi,1471,KOTA PEKANBARU,14,RIAU
147102,Pekanbaru Kota,1471,KOTA PEKANBARU,14,RIAU
147103,Sail,1471,KOTA PEKANBARU,14,RIAU
147104,Lima Puluh,1471,KOTA PEKANBARU,14,RIAU
147105,Senapelan,1471,KOTA PEKANBARU,14,RIAU
147106,Rumbai Barat,1471,KOTA PEKANBARU,14,RIAU
147107,Bukit Raya,1471,KOTA PEKANBARU,14,RIAU
147108,Binawidya,1471,KOTA PEKANBARU,14,RIAU
147109,Marpoyan Damai,1471,KOTA PEKANBARU,14,RIAU
147110,Tenayan Raya,1471,KOTA PEKANBARU,14,RIAU
147111,Payung Sekaki,1471,KOTA PEKANBARU,14,RIAU
147112,Rumbai,1471,KOTA PEKANBARU,14,RIAU
147113,Tuahmadani,1471,KOTA PEKANBARU,14,RIAU
147114,Kulim,1471,KOTA PEKANBARU,14,RIAU
147115,Rumbai Timur,1471,KOTA PEKANBARU,14,RIAU
147201,Dumai Barat,1472,KOTA DUMAI,14,RIAU
147202,Dumai Timur,1472,KOTA DUMAI,14,RIAU
147203,Bukit Kapur,1472,KOTA DUMAI,14,RIAU
147204,Sungai Sembilan,1472,KOTA DUMAI,14,RIAU
147205,Medang Kampai,1472,KOTA DUMAI,14,RIAU
147206,Dumai Kota,1472,KOTA DUMAI,14,RIAU
147207,Dumai Selatan,1472,KOTA DUMAI,14,RIAU
150101,Gunung Raya,1501,KABUPATEN KERINCI,15,JAMBI
150102,Danau Kerinci,1501,KABUPATEN KERINCI,15,JAMBI
150104,Sitinjau Laut,1501,KABUPATEN KERINCI,15,JAMBI
150105,Air Hangat,1501,KABUPATEN KERINCI,15,JAMBI
150106,Gunung Kerinci,1501,KABUPATEN KERINCI,15,JAMBI
150107,Batang Merangin,1501,KABUPATEN KERINCI,15,JAMBI
150108,Keliling Danau,1501,KABUPATEN KERINCI,15,JAMBI
150109,Kayu Aro,1501,KABUPATEN KERINCI,15,JAMBI
150111,Air Hangat Timur,1501,KABUPATEN KERINCI,15,JAMBI
150115,Gunung Tujuh,1501,KABUPATEN KERINCI,15,JAMBI
150116,Siulak,1501,KABUPATEN KERINCI,15,JAMBI
150117,Depati Tujuh,1501,KABUPATEN KERINCI,15,JAMBI
150118,Siulak Mukai,1501,KABUPATEN KERINCI,15,JAMBI
150119,Kayu Aro Barat,1501,KABUPATEN KERINCI,15,JAMBI
150120,Bukitkerman,1501,KABUPATEN KERINCI,15,JAMBI
150121,Air Hangat Barat,1501,KABUPATEN KERINCI,15,JAMBI
150122,Tanah Cogok,1501,KABUPATEN KERINCI,15,JAMBI
150123,Danau Kerinci Barat,1501,KABUPATEN KERINCI,15,JAMBI
150201,Jangkat,1502,KABUPATEN MERANGIN,15,JAMBI
150202,Bangko,1502,KABUPATEN MERANGIN,15,JAMBI
150203,Muara Siau,1502,KABUPATEN MERANGIN,15,JAMBI
150204,Sungai Manau,1502,KABUPATEN MERANGIN,15,JAMBI
150205,Tabir,1502,KABUPATEN MERANGIN,15,JAMBI
150206,Pamenang,1502,KABUPATEN MERANGIN,15,JAMBI
150207,Tabir Ulu,1502,KABUPATEN MERANGIN,15,JAMBI
150208,Tabir Selatan,1502,KABUPATEN MERANGIN,15,JAMBI
150209,Lembah Masurai,1502,KABUPATEN MERANGIN,15,JAMBI
150210,Bangko Barat,1502,KABUPATEN MERANGIN,15,JAMBI
150211,Nalo Tatan,1502,KABUPATEN MERANGIN,15,JAMBI
150212,Batang Masumai,1502,KABUPATEN MERANGIN,15,JAMBI
150213,Pamenang Barat,1502,KABUPATEN MERANGIN,15,JAMBI
150214,Tabir Ilir,1502,KABUPATEN MERANGIN,15,JAMBI
150215,Tabir Timur,1502,KABUPATEN MERANGIN,15,JAMBI
150216,Renah Pembarap,1502,KABUPATEN MERANGIN,15,JAMBI
150217,Pangkalan Jambu,1502,KABUPATEN MERANGIN,15,JAMBI
150218,Jangkat Timur,1502,KABUPATEN MERANGIN,15,JAMBI
150219,Renah Pamenang,1502,KABUPATEN MERANGIN,15,JAMBI
150220,Pamenang Selatan,1502,KABUPATEN MERANGIN,15,JAMBI
150221,Margo Tabir,1502,KABUPATEN MERANGIN,15,JAMBI
150222,Tabir Lintas,1502,KABUPATEN MERANGIN,15,JAMBI
150223,Tabir Barat,1502,KABUPATEN MERANGIN,15,JAMBI
150224,Tiang Pumpung,1502,KABUPATEN MERANGIN,15,JAMBI
150301,Batang Asai,1503,KABUPATEN SAROLANGUN,15,JAMBI
150302,Limun,1503,KABUPATEN SAROLANGUN,15,JAMBI
150303,Sarolangun,1503,KABUPATEN SAROLANGUN,15,JAMBI
150304,Pauh,1503,KABUPATEN SAROLANGUN,15,JAMBI
150305,Pelawan,1503,KABUPATEN SAROLANGUN,15,JAMBI
150306,Mandiangin,1503,KABUPATEN SAROLANGUN,15,JAMBI
150307,Air Hitam,1503,KABUPATEN SAROLANGUN,15,JAMBI
150308,Bathin VIII,1503,KABUPATEN SAROLANGUN,15,JAMBI
150309,Singkut,1503,KABUPATEN SAROLANGUN,15,JAMBI
150310,Cermin Nan Gedang,1503,KABUPATEN SAROLANGUN,15,JAMBI
150311,Mandiangin Timur,1503,KABUPATEN SAROLANGUN,15,JAMBI
150401,Mersam,1504,KABUPATEN BATANGHARI,15,JAMBI
150402,Muara Tembesi,1504,KABUPATEN BATANGHARI,15,JAMBI
150403,Muara Bulian,1504,KABUPATEN BATANGHARI,15,JAMBI
150404,Batin XXIV,1504,KABUPATEN BATANGHARI,15,JAMBI
150405,Pemayung,1504,KABUPATEN BATANGHARI,15,JAMBI
150406,Maro Sebo Ulu,1504,KABUPATEN BATANGHARI,15,JAMBI
150407,Bajubang,1504,KABUPATEN BATANGHARI,15,JAMBI
150408,Maro Sebo Ilir,1504,KABUPATEN BATANGHARI,15,JAMBI
150501,Jambi Luar Kota,1505,KABUPATEN MUARO JAMBI,15,JAMBI
150502,Sekernan,1505,KABUPATEN MUARO JAMBI,15,JAMBI
150503,Kumpeh,1505,KABUPATEN MUARO JAMBI,15,JAMBI
150504,Maro Sebo,1505,KABUPATEN MUARO JAMBI,15,JAMBI
150505,Mestong,1505,KABUPATEN MUARO JAMBI,15,JAMBI
150506,Kumpeh Ulu,1505,KABUPATEN MUARO JAMBI,15,JAMBI
150507,Sungai Bahar,1505,KABUPATEN MUARO JAMBI,15,JAMBI
150508,Sungai Gelam,1505,KABUPATEN MUARO JAMBI,15,JAMBI
150509,Bahar Utara,1505,KABUPATEN MUARO JAMBI,15,JAMBI
150510,Bahar Selatan,1505,KABUPATEN MUARO JAMBI,15,JAMBI
150511,Taman Rajo,1505,KABUPATEN MUARO JAMBI,15,JAMBI
150601,Tungkal Ulu,1506,KABUPATEN TANJUNG JABUNG BARAT,15,JAMBI
150602,Tungkal Ilir,1506,KABUPATEN TANJUNG JABUNG BARAT,15,JAMBI
150603,Pengabuan,1506,KABUPATEN TANJUNG JABUNG BARAT,15,JAMBI
150604,Betara,1506,KABUPATEN TANJUNG JABUNG BARAT,15,JAMBI
150605,Merlung,1506,KABUPATEN TANJUNG JABUNG BARAT,15,JAMBI
150606,Tebing Tinggi,1506,KABUPATEN TANJUNG JABUNG BARAT,15,JAMBI
150607,Batang Asam,1506,KABUPATEN TANJUNG JABUNG BARAT,15,JAMBI
150608,Renah Mendaluh,1506,KABUPATEN TANJUNG JABUNG BARAT,15,JAMBI
150609,Muara Papalik,1506,KABUPATEN TANJUNG JABUNG BARAT,15,JAMBI
150610,Seberang Kota,1506,KABUPATEN TANJUNG JABUNG BARAT,15,JAMBI
150611,Bram Itam,1506,KABUPATEN TANJUNG JABUNG BARAT,15,JAMBI
150612,Kuala Betara,1506,KABUPATEN TANJUNG JABUNG BARAT,15,JAMBI
150613,Senyerang,1506,KABUPATEN TANJUNG JABUNG BARAT,15,JAMBI
150701,Muara Sabak Timur,1507,KABUPATEN TANJUNG JABUNG TIMUR,15,JAMBI
150702,Nipah Panjang,1507,KABUPATEN TANJUNG JABUNG TIMUR,15,JAMBI
150703,Mendahara,1507,KABUPATEN TANJUNG JABUNG TIMUR,15,JAMBI
150704,Rantau Rasau,1507,KABUPATEN TANJUNG JABUNG TIMUR,15,JAMBI
150705,S a d u,1507,KABUPATEN TANJUNG JABUNG TIMUR,15,JAMBI
150706,Dendang,1507,KABUPATEN TANJUNG JABUNG TIMUR,15,JAMBI
150707,Muara Sabak Barat,1507,KABUPATEN TANJUNG JABUNG TIMUR,15,JAMBI
150708,Kuala Jambi,1507,KABUPATEN TANJUNG JABUNG TIMUR,15,JAMBI
150709,Mendahara Ulu,1507,KABUPATEN TANJUNG JABUNG TIMUR,15,JAMBI
150710,Geragai,1507,KABUPATEN TANJUNG JABUNG TIMUR,15,JAMBI
150711,Berbak,1507,KABUPATEN TANJUNG JABUNG TIMUR,15,JAMBI
150801,Tanah Tumbuh,1508,KABUPATEN BUNGO,15,JAMBI
150802,Rantau Pandan,1508,KABUPATEN BUNGO,15,JAMBI
150803,Pasar Muaro Bungo,1508,KABUPATEN BUNGO,15,JAMBI
150804,Jujuhan,1508,KABUPATEN BUNGO,15,JAMBI
150805,Tanah Sepenggal,1508,KABUPATEN BUNGO,15,JAMBI
150806,Pelepat,1508,KABUPATEN BUNGO,15,JAMBI
150807,Limbur Lubuk Mengkuang,1508,KABUPATEN BUNGO,15,JAMBI
150808,Muko-muko Bathin VII,1508,KABUPATEN BUNGO,15,JAMBI
150809,Pelepat Ilir,1508,KABUPATEN BUNGO,15,JAMBI
150810,Batin II Babeko,1508,KABUPATEN BUNGO,15,JAMBI
150811,Bathin III,1508,KABUPATEN BUNGO,15,JAMBI
150812,Bungo Dani,1508,KABUPATEN BUNGO,15,JAMBI
150813,Rimbo Tengah,1508,KABUPATEN BUNGO,15,JAMBI
150814,Bathin III Ulu,1508,KABUPATEN BUNGO,15,JAMBI
150815,Bathin II Pelayang,1508,KABUPATEN BUNGO,15,JAMBI
150816,Jujuhan Ilir,1508,KABUPATEN BUNGO,15,JAMBI
150817,Tanah Sepenggal Lintas,1508,KABUPATEN BUNGO,15,JAMBI
150901,Tebo Tengah,1509,KABUPATEN TEBO,15,JAMBI
150902,Tebo Ilir,1509,KABUPATEN TEBO,15,JAMBI
150903,Tebo Ulu,1509,KABUPATEN TEBO,15,JAMBI
150904,Rimbo Bujang,1509,KABUPATEN TEBO,15,JAMBI
150905,Sumay,1509,KABUPATEN TEBO,15,JAMBI
150906,VII Koto,1509,KABUPATEN TEBO,15,JAMBI
150907,Rimbo Ulu,1509,KABUPATEN TEBO,15,JAMBI
150908,Rimbo Ilir,1509,KABUPATEN TEBO,15,JAMBI
150909,Tengah Ilir,1509,KABUPATEN TEBO,15,JAMBI
150910,Serai Serumpun,1509,KABUPATEN TEBO,15,JAMBI
150911,VII Koto Ilir,1509,KABUPATEN TEBO,15,JAMBI
150912,Muara Tabir,1509,KABUPATEN TEBO,15,JAMBI
157101,Telanaipura,1571,KOTA JAMBI,15,JAMBI
157102,Jambi Selatan,1571,KOTA JAMBI,15,JAMBI
157103,Jambi Timur,1571,KOTA JAMBI,15,JAMBI
157104,Pasar Jambi,1571,KOTA JAMBI,15,JAMBI
157105,Pelayangan,1571,KOTA JAMBI,15,JAMBI
157106,Danau Teluk,1571,KOTA JAMBI,15,JAMBI
157107,Kota Baru,1571,KOTA JAMBI,15,JAMBI
157108,Jelutung,1571,KOTA JAMBI,15,JAMBI
157109,Alam Barajo,1571,KOTA JAMBI,15,JAMBI
157110,Danau Sipin,1571,KOTA JAMBI,15,JAMBI
157111,Paal Merah,1571,KOTA JAMBI,15,JAMBI
157201,Sungai Penuh,1572,KOTA SUNGAI PENUH,15,JAMBI
157202,Pesisir Bukit,1572,KOTA SUNGAI PENUH,15,JAMBI
157203,Hamparan Rawang,1572,KOTA SUNGAI PENUH,15,JAMBI
157204,Tanah Kampung,1572,KOTA SUNGAI PENUH,15,JAMBI
157205,Kumun Debai,1572,KOTA SUNGAI PENUH,15,JAMBI
157206,Pondok Tinggi,1572,KOTA SUNGAI PENUH,15,JAMBI
157207,Koto Baru,1572,KOTA SUNGAI PENUH,15,JAMBI
157208,Sungai Bungkal,1572,KOTA SUNGAI PENUH,15,JAMBI
160107,Sosoh Buay Rayap,1601,KABUPATEN OGAN KOMERING ULU,16,SUMATERA SELATAN
160108,Pengandonan,1601,KABUPATEN OGAN KOMERING ULU,16,SUMATERA SELATAN
160109,Peninjauan,1601,KABUPATEN OGAN KOMERING ULU,16,SUMATERA SELATAN
160113,Baturaja Barat,1601,KABUPATEN OGAN KOMERING ULU,16,SUMATERA SELATAN
160114,Baturaja Timur,1601,KABUPATEN OGAN KOMERING ULU,16,SUMATERA SELATAN
160120,Ulu Ogan,1601,KABUPATEN OGAN KOMERING ULU,16,SUMATERA SELATAN
160121,Semidang Aji,1601,KABUPATEN OGAN KOMERING ULU,16,SUMATERA SELATAN
160122,Lubuk Batang,1601,KABUPATEN OGAN KOMERING ULU,16,SUMATERA SELATAN
160128,Lengkiti,1601,KABUPATEN OGAN KOMERING ULU,16,SUMATERA SELATAN
160129,Sinar Peninjauan,1601,KABUPATEN OGAN KOMERING ULU,16,SUMATERA SELATAN
160130,Lubuk Raja,1601,KABUPATEN OGAN KOMERING ULU,16,SUMATERA SELATAN
160131,Muara Jaya,1601,KABUPATEN OGAN KOMERING ULU,16,SUMATERA SELATAN
160132,Kedaton Peninjauan Raya,1601,KABUPATEN OGAN KOMERING ULU,16,SUMATERA SELATAN
160202,Tanjung Lubuk,1602,KABUPATEN OGAN KOMERING ILIR,16,SUMATERA SELATAN
160203,Pedamaran,1602,KABUPATEN OGAN KOMERING ILIR,16,SUMATERA SELATAN
160204,Mesuji,1602,KABUPATEN OGAN KOMERING ILIR,16,SUMATERA SELATAN
160205,Kayu Agung,1602,KABUPATEN OGAN KOMERING ILIR,16,SUMATERA SELATAN
160208,Sirah Pulau Padang,1602,KABUPATEN OGAN KOMERING ILIR,16,SUMATERA SELATAN
160211,Tulung Selapan,1602,KABUPATEN OGAN KOMERING ILIR,16,SUMATERA SELATAN
160212,Pampangan,1602,KABUPATEN OGAN KOMERING ILIR,16,SUMATERA SELATAN
160213,Lempuing,1602,KABUPATEN OGAN KOMERING ILIR,16,SUMATERA SELATAN
160214,Air Sugihan,1602,KABUPATEN OGAN KOMERING ILIR,16,SUMATERA SELATAN
160215,Sungai Menang,1602,KABUPATEN OGAN KOMERING ILIR,16,SUMATERA SELATAN
160217,Jejawi,1602,KABUPATEN OGAN KOMERING ILIR,16,SUMATERA SELATAN
160218,Cengal,1602,KABUPATEN OGAN KOMERING ILIR,16,SUMATERA SELATAN
160219,Pangkalan Lampam,1602,KABUPATEN OGAN KOMERING ILIR,16,SUMATERA SELATAN
160220,Mesuji Makmur,1602,KABUPATEN OGAN KOMERING ILIR,16,SUMATERA SELATAN
160221,Mesuji Raya,1602,KABUPATEN OGAN KOMERING ILIR,16,SUMATERA SELATAN
160222,Lempuing Jaya,1602,KABUPATEN OGAN KOMERING ILIR,16,SUMATERA SELATAN
160223,Teluk Gelam,1602,KABUPATEN OGAN KOMERING ILIR,16,SUMATERA SELATAN
160224,Pedamaran Timur,1602,KABUPATEN OGAN KOMERING ILIR,16,SUMATERA SELATAN
160301,Tanjung Agung,1603,KABUPATEN MUARA ENIM,16,SUMATERA SELATAN
160302,Muara Enim,1603,KABUPATEN MUARA ENIM,16,SUMATERA SELATAN
160303,Rambang Niru,1603,KABUPATEN MUARA ENIM,16,SUMATERA SELATAN
160304,Gunung Megang,1603,KABUPATEN MUARA ENIM,16,SUMATERA SELATAN
160306,Gelumbang,1603,KABUPATEN MUARA ENIM,16,SUMATERA SELATAN
160307,Lawang Kidul,1603,KABUPATEN MUARA ENIM,16,SUMATERA SELATAN
160308,Semende Darat Laut,1603,KABUPATEN MUARA ENIM,16,SUMATERA SELATAN
160309,Semende Darat Tengah,1603,KABUPATEN MUARA ENIM,16,SUMATERA SELATAN
160310,Semende Darat Ulu,1603,KABUPATEN MUARA ENIM,16,SUMATERA SELATAN
160311,Ujan Mas,1603,KABUPATEN MUARA ENIM,16,SUMATERA SELATAN
160314,Lubai,1603,KABUPATEN MUARA ENIM,16,SUMATERA SELATAN
160315,Rambang,1603,KABUPATEN MUARA ENIM,16,SUMATERA SELATAN
160316,Sungai Rotan,1603,KABUPATEN MUARA ENIM,16,SUMATERA SELATAN
160317,Lembak,1603,KABUPATEN MUARA ENIM,16,SUMATERA SELATAN
160319,Benakat,1603,KABUPATEN MUARA ENIM,16,SUMATERA SELATAN
160321,Kelekar,1603,KABUPATEN MUARA ENIM,16,SUMATERA SELATAN
160322,Muara Belida,1603,KABUPATEN MUARA ENIM,16,SUMATERA SELATAN
160323,Belimbing,1603,KABUPATEN MUARA ENIM,16,SUMATERA SELATAN
160324,Belida Darat,1603,KABUPATEN MUARA ENIM,16,SUMATERA SELATAN
160325,Lubai Ulu,1603,KABUPATEN MUARA ENIM,16,SUMATERA SELATAN
160326,Empat Petulai Dangku,1603,KABUPATEN MUARA ENIM,16,SUMATERA SELATAN
160327,Panang Enim,1603,KABUPATEN MUARA ENIM,16,SUMATERA SELATAN
160401,Tanjungsakti Pumu,1604,KABUPATEN LAHAT,16,SUMATERA SELATAN
160406,Jarai,1604,KABUPATEN LAHAT,16,SUMATERA SELATAN
160407,Kota Agung,1604,KABUPATEN LAHAT,16,SUMATERA SELATAN
160408,Pulaupinang,1604,KABUPATEN LAHAT,16,SUMATERA SELATAN
160409,Merapi Barat,1604,KABUPATEN LAHAT,16,SUMATERA SELATAN
160410,Lahat,1604,KABUPATEN LAHAT,16,SUMATERA SELATAN
160412,Pajar Bulan,1604,KABUPATEN LAHAT,16,SUMATERA SELATAN
160415,Mulak Ulu,1604,KABUPATEN LAHAT,16,SUMATERA SELATAN
160416,Kikim Selatan,1604,KABUPATEN LAHAT,16,SUMATERA SELATAN
160417,Kikim Timur,1604,KABUPATEN LAHAT,16,SUMATERA SELATAN
160418,Kikim Tengah,1604,KABUPATEN LAHAT,16,SUMATERA SELATAN
160419,Kikim Barat,1604,KABUPATEN LAHAT,16,SUMATERA SELATAN
160420,Pseksu,1604,KABUPATEN LAHAT,16,SUMATERA SELATAN
160421,Gumay Talang,1604,KABUPATEN LAHAT,16,SUMATERA SELATAN
160422,Pagar Gunung,1604,KABUPATEN LAHAT,16,SUMATERA SELATAN
160423,Merapi Timur,1604,KABUPATEN LAHAT,16,SUMATERA SELATAN
160424,Tanjung Sakti Pumi,1604,KABUPATEN LAHAT,16,SUMATERA SELATAN
160425,Gumay Ulu,1604,KABUPATEN LAHAT,16,SUMATERA SELATAN
160426,Merapi Selatan,1604,KABUPATEN LAHAT,16,SUMATERA SELATAN
160427,Tanjungtebat,1604,KABUPATEN LAHAT,16,SUMATERA SELATAN
160428,Muarapayang,1604,KABUPATEN LAHAT,16,SUMATERA SELATAN
160429,Sukamerindu,1604,KABUPATEN LAHAT,16,SUMATERA SELATAN
160430,Mulak Sebingkai,1604,KABUPATEN LAHAT,16,SUMATERA SELATAN
160431,Lahat Selatan,1604,KABUPATEN LAHAT,16,SUMATERA SELATAN
160501,Tugumulyo,1605,KABUPATEN MUSI RAWAS,16,SUMATERA SELATAN
160502,Muara Lakitan,1605,KABUPATEN MUSI RAWAS,16,SUMATERA SELATAN
160503,Muara Kelingi,1605,KABUPATEN MUSI RAWAS,16,SUMATERA SELATAN
160508,Jayaloka,1605,KABUPATEN MUSI RAWAS,16,SUMATERA SELATAN
160509,Muara Beliti,1605,KABUPATEN MUSI RAWAS,16,SUMATERA SELATAN
160510,STL Ulu Terawas,1605,KABUPATEN MUSI RAWAS,16,SUMATERA SELATAN
160511,Selangit,1605,KABUPATEN MUSI RAWAS,16,SUMATERA SELATAN
160512,Megang Sakti,1605,KABUPATEN MUSI RAWAS,16,SUMATERA SELATAN
160513,Purwodadi,1605,KABUPATEN MUSI RAWAS,16,SUMATERA SELATAN
160514,BTS. Ulu,1605,KABUPATEN MUSI RAWAS,16,SUMATERA SELATAN
160518,Tiang Pumpung Kepungut,1605,KABUPATEN MUSI RAWAS,16,SUMATERA SELATAN
160519,Sumber Harta,1605,KABUPATEN MUSI RAWAS,16,SUMATERA SELATAN
160520,Tuah Negeri,1605,KABUPATEN MUSI RAWAS,16,SUMATERA SELATAN
160521,Suka Karya,1605,KABUPATEN MUSI RAWAS,16,SUMATERA SELATAN
160601,Sekayu,1606,KABUPATEN MUSI BANYUASIN,16,SUMATERA SELATAN
160602,Lais,1606,KABUPATEN MUSI BANYUASIN,16,SUMATERA SELATAN
160603,Sungai Keruh,1606,KABUPATEN MUSI BANYUASIN,16,SUMATERA SELATAN
160604,Batang Hari Leko,1606,KABUPATEN MUSI BANYUASIN,16,SUMATERA SELATAN
160605,Sanga Desa,1606,KABUPATEN MUSI BANYUASIN,16,SUMATERA SELATAN
160606,Babat Toman,1606,KABUPATEN MUSI BANYUASIN,16,SUMATERA SELATAN
160607,Sungai Lilin,1606,KABUPATEN MUSI BANYUASIN,16,SUMATERA SELATAN
160608,Keluang,1606,KABUPATEN MUSI BANYUASIN,16,SUMATERA SELATAN
160609,Bayung Lencir,1606,KABUPATEN MUSI BANYUASIN,16,SUMATERA SELATAN
160610,Plakat Tinggi,1606,KABUPATEN MUSI BANYUASIN,16,SUMATERA SELATAN
160611,Lalan,1606,KABUPATEN MUSI BANYUASIN,16,SUMATERA SELATAN
160612,Tungkal Jaya,1606,KABUPATEN MUSI BANYUASIN,16,SUMATERA SELATAN
160613,Lawang Wetan,1606,KABUPATEN MUSI BANYUASIN,16,SUMATERA SELATAN
160614,Babat Supat,1606,KABUPATEN MUSI BANYUASIN,16,SUMATERA SELATAN
160615,Jirak Jaya,1606,KABUPATEN MUSI BANYUASIN,16,SUMATERA SELATAN
160701,Banyuasin I,1607,KABUPATEN BANYUASIN,16,SUMATERA SELATAN
160702,Banyuasin II,1607,KABUPATEN BANYUASIN,16,SUMATERA SELATAN
160703,Banyuasin III,1607,KABUPATEN BANYUASIN,16,SUMATERA SELATAN
160704,Pulau Rimau,1607,KABUPATEN BANYUASIN,16,SUMATERA SELATAN
160705,Betung,1607,KABUPATEN BANYUASIN,16,SUMATERA SELATAN
160706,Rambutan,1607,KABUPATEN BANYUASIN,16,SUMATERA SELATAN
160707,Muara Padang,1607,KABUPATEN BANYUASIN,16,SUMATERA SELATAN
160708,Muara Telang,1607,KABUPATEN BANYUASIN,16,SUMATERA SELATAN
160709,Makarti Jaya,1607,KABUPATEN BANYUASIN,16,SUMATERA SELATAN
160710,Talang Kelapa,1607,KABUPATEN BANYUASIN,16,SUMATERA SELATAN
160711,Rantau Bayur,1607,KABUPATEN BANYUASIN,16,SUMATERA SELATAN
160712,Tanjung Lago,1607,KABUPATEN BANYUASIN,16,SUMATERA SELATAN
160713,Muara Sugihan,1607,KABUPATEN BANYUASIN,16,SUMATERA SELATAN
160714,Air Salek,1607,KABUPATEN BANYUASIN,16,SUMATERA SELATAN
160715,Tungkal Ilir,1607,KABUPATEN BANYUASIN,16,SUMATERA SELATAN
160716,Suak Tapeh,1607,KABUPATEN BANYUASIN,16,SUMATERA SELATAN
160717,Sembawa,1607,KABUPATEN BANYUASIN,16,SUMATERA SELATAN
160718,Sumber Marga Telang,1607,KABUPATEN BANYUASIN,16,SUMATERA SELATAN
160719,Air Kumbang,1607,KABUPATEN BANYUASIN,16,SUMATERA SELATAN
160720,Karangagung Ilir,1607,KABUPATEN BANYUASIN,16,SUMATERA SELATAN
160721,Selat Panuguan,1607,KABUPATEN BANYUASIN,16,SUMATERA SELATAN
160801,Martapura,1608,KABUPATEN OGAN KOMERING ULU TIMUR,16,SUMATERA SELATAN
160802,Buay Madang,1608,KABUPATEN OGAN KOMERING ULU TIMUR,16,SUMATERA SELATAN
160803,Belitang,1608,KABUPATEN OGAN KOMERING ULU TIMUR,16,SUMATERA SELATAN
160804,Cempaka,1608,KABUPATEN OGAN KOMERING ULU TIMUR,16,SUMATERA SELATAN
160805,Buay Pemuka Peliung,1608,KABUPATEN OGAN KOMERING ULU TIMUR,16,SUMATERA SELATAN
160806,Madang Suku II,1608,KABUPATEN OGAN KOMERING ULU TIMUR,16,SUMATERA SELATAN
160807,Madang Suku I,1608,KABUPATEN OGAN KOMERING ULU TIMUR,16,SUMATERA SELATAN
160808,Semendawai Suku III,1608,KABUPATEN OGAN KOMERING ULU TIMUR,16,SUMATERA SELATAN
160809,Belitang II,1608,KABUPATEN OGAN KOMERING ULU TIMUR,16,SUMATERA SELATAN
160810,Belitang III,1608,KABUPATEN OGAN KOMERING ULU TIMUR,16,SUMATERA SELATAN
160811,Bunga Mayang,1608,KABUPATEN OGAN KOMERING ULU TIMUR,16,SUMATERA SELATAN
160812,Buay Madang Timur,1608,KABUPATEN OGAN KOMERING ULU TIMUR,16,SUMATERA SELATAN
160813,Madang Suku III,1608,KABUPATEN OGAN KOMERING ULU TIMUR,16,SUMATERA SELATAN
160814,Semendawai Barat,1608,KABUPATEN OGAN KOMERING ULU TIMUR,16,SUMATERA SELATAN
160815,Semendawai Timur,1608,KABUPATEN OGAN KOMERING ULU TIMUR,16,SUMATERA SELATAN
160816,Jayapura,1608,KABUPATEN OGAN KOMERING ULU TIMUR,16,SUMATERA SELATAN
160817,Belitang Jaya,1608,KABUPATEN OGAN KOMERING ULU TIMUR,16,SUMATERA SELATAN
160818,Belitang Madang Raya,1608,KABUPATEN OGAN KOMERING ULU TIMUR,16,SUMATERA SELATAN
160819,Belitang Mulya,1608,KABUPATEN OGAN KOMERING ULU TIMUR,16,SUMATERA SELATAN
160820,Buay Pemuka Bangsa Raja,1608,KABUPATEN OGAN KOMERING ULU TIMUR,16,SUMATERA SELATAN
160901,Muara Dua,1609,KABUPATEN OGAN KOMERING ULU SELATAN,16,SUMATERA SELATAN
160902,Pulau Beringin,1609,KABUPATEN OGAN KOMERING ULU SELATAN,16,SUMATERA SELATAN
160903,Banding Agung,1609,KABUPATEN OGAN KOMERING ULU SELATAN,16,SUMATERA SELATAN
160904,Muara Dua Kisam,1609,KABUPATEN OGAN KOMERING ULU SELATAN,16,SUMATERA SELATAN
160905,Simpang,1609,KABUPATEN OGAN KOMERING ULU SELATAN,16,SUMATERA SELATAN
160906,Buay Sandang Aji,1609,KABUPATEN OGAN KOMERING ULU SELATAN,16,SUMATERA SELATAN
160907,Buay Runjung,1609,KABUPATEN OGAN KOMERING ULU SELATAN,16,SUMATERA SELATAN
160908,Mekakau Ilir,1609,KABUPATEN OGAN KOMERING ULU SELATAN,16,SUMATERA SELATAN
